preco,taxa,km/l,km
17700,145,22,995
10250,145,27,8401
10800,145,28,28107
20498,145,21,28001
16998,145,26,34569
9298,145,27,31298
18798,200,20,71186
16298,145,18,19359
9298,0,28,29776
16000,145,26,10039
9900,145,27,23858
10600,145,20,2900
20590,145,17,12199
19741,145,32,10863
9470,145,32,49074
19498,145,27,10655
6698,30,23,46164
7780,0,28,61124
9720,145,28,35467
8691,145,27,19716
6150,0,28,82625
7381,30,27,93940
6880,30,23,40523
9347,145,32,56348
14990,145,24,10607
5560,30,25,37969
8390,20,29,30062
9691,145,27,18309
10200,145,26,44020
10000,145,27,18309
14500,145,25,8406
9700,145,22,33428
14750,145,26,33563
6750,30,23,25865
10000,145,19,27891
10800,145,26,57339
13666,30,27,35669
11746,145,23,14729
12991,145,26,34646
15500,145,26,7324
9240,145,27,44526
13567,145,32,12482
15351,145,25,21024
15151,145,25,21873
7498,125,23,17529
11998,30,27,55646
14795,20,29,41843
5995,0,28,68236
8995,20,29,90123
10890,145,20,40159
7120,0,32,91026
6891,30,23,56341
9200,0,25,56018
11070,0,32,28928
11057,0,33,23567
12591,30,27,52448
9491,145,27,26581
9791,145,27,13840
5625,30,23,54796
12591,145,26,18712
12610,145,24,21869
10500,145,20,4958
9691,20,26,28831
8491,145,25,5604
19990,145,20,9328
6710,145,20,82102
16230,145,23,25487
17620,145,22,14507
6475,0,28,68745
10660,145,24,14589
11991,145,32,37274
6600,30,24,73423
18498,145,26,14362
6998,125,23,52746
9498,0,28,17643
9495,160,19,30067
4745,30,25,27887
6495,30,23,24274
8298,125,23,30677
8698,0,28,17215
6450,145,25,64483
5720,30,23,51496
14740,20,29,50992
12161,125,26,59705
21350,145,17,3724
12500,20,29,78658
9300,150,28,48095
15200,145,22,15920
14500,145,22,27764
12151,30,27,45124
13351,145,23,40234
11588,0,33,33328
7960,0,32,32489
5570,0,32,84152
8763,0,32,76925
19000,145,26,6045
11700,20,30,29913
9350,20,26,46478
8521,145,25,8964
6041,30,26,88758
12430,0,32,56407
10291,145,27,13396
5820,30,23,74337
9280,145,27,17057
11750,145,27,21369
6180,30,23,42012
15500,145,24,8446
7787,160,19,81523
17998,145,17,25065
6998,30,23,21892
14698,240,16,39910
6798,125,23,61591
14698,240,16,41222
8900,145,27,32085
9200,145,28,33796
11900,145,27,14613
7750,0,28,38624
13830,150,23,20862
15400,125,26,23899
10750,145,28,9210
13750,145,23,20812
9850,145,27,26715
21700,145,21,204
10700,145,28,5357
16100,145,22,9130
10200,145,27,20439
15150,145,25,15397
6000,30,23,55656
8170,0,32,68064
15991,145,27,22050
8190,145,27,71862
15300,145,26,19714
15590,145,26,10
8250,0,33,59546
8600,20,26,68065
11200,145,28,19924
9200,0,28,27679
15000,30,27,10607
9975,30,23,49661
15998,145,19,6462
11998,30,26,56139
16998,145,22,1756
11498,150,29,33886
8498,0,32,75105
11298,145,32,47463
17989,145,18,31628
7495,125,23,30248
9495,0,28,37601
8690,20,29,51399
7591,30,26,63648
13490,200,18,57618
8311,145,25,17909
18760,145,18,20817
7830,145,25,23789
8071,125,23,22136
9480,30,27,24555
8090,125,23,20999
17520,145,26,11027
7450,0,28,27047
12195,125,26,81433
8295,20,29,101369
8990,145,20,20278
7495,0,28,64633
7495,145,25,16119
10298,150,26,33049
19998,145,17,5409
14998,145,26,7226
18798,145,18,28471
7298,125,23,58303
8998,0,28,27623
7698,125,23,38648
5698,30,23,97125
17998,145,17,6801
9395,150,27,30577
10695,150,25,13118
16975,150,26,467
24995,150,23,13718
6895,30,23,83076
8295,0,32,70225
10490,150,28,40514
9995,150,32,63431
17989,145,18,31628
8940,200,20,104607
6485,0,32,125529
7698,125,23,37078
10698,160,19,24193
7995,0,28,43232
14990,145,21,11829
17691,145,21,19283
10291,20,29,46671
16630,145,22,5034
8110,145,23,14164
6600,30,23,67773
7150,160,19,57777
15440,145,26,9334
8980,0,32,36246
9991,150,23,31504
7691,150,25,34620
7491,150,25,11265
8991,150,19,48710
8491,145,20,27943
9491,0,28,36324
12570,145,23,39395
10991,145,26,22531
6800,145,25,46671
7490,145,25,22531
7990,145,25,18717
6380,0,28,91290
8150,0,32,70888
7660,125,23,30318
9067,0,32,51446
10200,145,26,31302
7991,145,23,40742
10660,20,26,40963
10991,145,28,39900
7990,145,25,15015
7160,20,29,65558
5491,30,24,69260
15400,145,26,8156
7700,20,29,75948
13991,145,23,62046
10540,145,28,23231
11245,145,28,41235
10695,145,28,31266
33500,145,16,16
17995,145,25,8525
8750,0,32,41498
5350,30,23,97687
14900,235,16,39675
8995,0,28,48007
15995,160,19,25199
13295,20,29,97975
7790,20,29,78058
15030,145,25,645
8080,125,23,41677
15610,20,29,42646
16420,145,20,16985
18300,145,20,9334
7840,20,29,81460
19980,145,22,11211
7991,125,23,45282
7650,30,27,118679
19117,145,27,4085
20100,145,30,6537
14480,145,23,47353
7300,125,23,18504
9290,145,27,43303
13140,145,32,20250
11240,145,28,25217
9140,0,33,86425
9750,145,28,25820
20510,145,24,13171
8280,145,25,8600
5300,30,23,101931
12910,145,23,22793
7300,145,25,20286
16991,145,26,11624
10140,200,20,56446
17991,150,26,8008
8491,150,27,28968
12710,145,23,15236
9940,30,27,47624
9990,30,27,49548
14450,145,25,12797
13190,145,24,13415
14240,145,26,11956
15580,145,32,25833
13490,145,25,3589
11991,145,27,41062
11300,0,32,50079
8600,125,23,45327
12821,125,24,88950
18134,160,21,45105
9950,125,26,96731
9295,20,29,51713
12995,145,23,101388
9795,20,26,32176
10500,145,26,46476
13470,145,23,36682
7570,125,23,39131
11557,125,26,24280
13080,145,23,28881
8491,145,28,37092
9991,160,19,41647
5570,0,28,77552
10180,125,22,37008
15500,145,22,1915
13498,125,24,62756
5298,0,28,106496
8991,145,38,49085
4991,30,23,50533
11491,145,32,58678
9300,125,22,43903
12991,150,29,21123
6681,165,19,87789
7991,150,25,20921
8491,0,28,31512
7991,0,28,61746
5991,30,24,92022
6991,20,26,72618
18716,145,18,18787
9798,0,33,16394
11998,150,23,19779
7698,160,19,55678
10498,160,19,42649
14998,145,23,30848
19998,160,21,43063
7480,0,28,49246
7714,0,28,38624
15163,145,21,26264
9129,145,27,23435
7506,145,25,28968
12500,145,27,22165
16355,145,26,32831
9815,145,23,32517
11618,145,26,16093
10656,145,28,9888
7998,150,27,48280
15998,150,23,75456
7998,20,29,74279
8998,20,29,60753
8570,20,26,48039
7540,125,23,35684
6700,125,23,66636
5991,0,28,98640
6160,30,23,69721
17000,145,29,41909
12589,145,25,8719
18838,145,29,21467
21750,200,20,22173
22995,145,19,33593
17500,145,18,35006
10857,30,27,12875
18300,145,23,19253
11736,30,27,53108
10468,145,26,21044
10260,145,28,20258
13998,145,21,6577
10498,145,28,22648
13998,145,25,22051
10998,0,33,47954
17998,145,26,1841
7498,125,23,45585
7698,30,26,76170
13498,145,32,24338
11498,145,25,23503
8498,20,26,36711
10998,20,27,16792
13998,145,25,26121
9998,125,22,9381
15298,145,21,21424
17498,150,21,18432
15298,150,21,22122
13698,235,16,36482
8498,125,23,12101
11498,20,29,21486
19498,145,17,9439
16998,145,22,5436
18998,145,27,13646
18998,145,27,12498
13998,145,25,17020
16998,145,26,29409
15998,125,26,53776
10498,0,32,40971
9998,125,22,51818
13498,150,24,44242
9498,150,21,11690
17298,125,24,41634
18598,145,23,41022
10398,0,28,27220
16798,125,26,27034
11998,150,24,35442
15750,125,24,35405
8998,150,20,12422
8698,145,28,53857
6798,20,30,42260
9498,200,20,79738
18498,150,23,21728
12998,125,22,11418
19998,150,17,6814
10998,30,27,50532
13998,145,25,18268
7998,125,23,48908
8998,125,23,10535
16998,145,29,51378
4998,0,28,78035
16498,145,25,5028
17495,145,26,22019
10250,145,28,33740
16250,125,24,58741
13850,20,29,65178
19995,145,18,19626
17500,160,21,45651
15250,145,32,34601
11750,145,28,9656
8498,150,20,27407
10998,145,32,45760
7798,0,28,90862
17500,145,23,19634
29000,145,12,18467
9998,20,26,43475
12498,20,26,20447
7498,20,29,88033
13498,150,19,5069
11998,150,21,3652
17498,150,27,15559
16998,200,19,40407
17998,235,19,48296
12995,145,27,18250
7300,145,25,32581
17250,145,18,38922
18900,145,21,14519
10250,145,25,28163
7300,145,25,25590
10250,145,26,29646
18500,145,26,872
10940,145,18,10
21250,145,24,13940
16695,145,26,34100
8800,145,27,6542
18500,145,29,19529
10500,145,28,10680
15750,200,18,56295
11450,20,27,8933
10400,20,27,28231
8000,145,23,40586
11300,145,28,22420
11300,145,26,22005
14500,145,23,36653
17500,145,15,19154
18750,145,23,17381
28750,145,12,10033
27995,145,15,12432
7500,125,23,40213
14000,145,23,25897
15500,145,23,25011
6800,145,20,33152
13000,145,25,21317
10500,0,28,7929
10400,145,28,24972
15450,145,26,19520
11200,145,28,20732
14250,145,26,31537
10495,145,28,24472
15500,145,26,19534
13600,145,25,27294
15000,145,34,26546
16500,145,34,19244
24250,145,18,23939
17750,145,29,18219
16000,145,34,5040
19350,145,16,13058
19750,145,24,32019
17400,145,15,17109
8500,0,32,63698
8000,0,32,71501
9698,0,32,46104
7498,125,23,44672
12998,145,25,30032
13998,145,25,18165
15298,125,24,64544
16498,200,18,37979
9998,145,28,27724
8998,0,32,79027
7698,125,26,58099
13295,125,26,36115
8298,125,23,51531
9798,0,28,39640
8298,0,28,41906
8698,0,28,45597
19998,145,18,19689
12898,145,25,35430
17800,160,21,47971
17150,145,16,25943
11200,145,23,43937
8000,0,32,94587
11798,150,21,6791
12798,145,32,29985
11998,145,24,30029
15998,145,23,32724
15498,145,23,4175
10698,145,32,52627
12998,125,26,65593
5998,0,32,54096
7298,145,23,36120
16798,145,23,61190
13998,145,25,17085
14498,145,25,21300
16598,145,18,20213
7820,125,23,27008
16730,145,29,26469
7830,145,20,43394
19776,145,19,58256
13480,145,22,53752
8600,125,23,29477
9700,125,23,14249
8691,0,33,61062
19298,145,27,4823
16998,145,26,30376
19500,145,18,15704
9300,145,27,23094
18750,145,18,16222
9600,145,27,20835
7800,145,23,25428
7750,125,23,52052
16750,145,23,33600
12000,145,26,20192
11500,145,26,35793
10498,0,28,25312
16998,145,26,20159
10498,145,32,49228
12998,145,27,8198
8798,30,27,40607
10998,160,19,18219
5298,145,20,81946
18995,160,21,25310
9495,20,26,37953
9895,125,26,79580
20795,145,21,42812
8795,145,23,91715
12495,30,27,35975
14995,125,24,51858
8998,125,23,9891
8600,30,27,81687
9780,145,24,14209
8995,150,22,40478
12995,150,28,19988
12995,150,28,19697
12995,150,26,19003
7995,150,20,23269
16698,145,27,26554
6498,30,23,51987
7298,145,25,28191
10498,0,28,26375
8395,0,32,94146
10000,145,28,40625
7311,145,25,15736
12000,145,23,22458
15395,145,26,14692
25000,235,16,16106
13000,20,29,60519
13000,125,24,46671
16998,145,26,37301
7298,30,23,49524
10998,0,32,29436
7998,145,27,67663
12498,145,25,25745
5198,30,23,60942
16998,145,26,23990
10888,145,25,3669
6990,0,28,46833
9690,20,26,44592
15495,150,26,27882
19995,125,24,32972
11999,125,22,24143
14000,145,27,44596
12398,145,27,33474
10950,145,18,10
7365,145,23,43224
8374,145,23,27722
9815,145,22,32187
7678,125,23,25786
9090,145,27,27681
9498,0,32,81875
5390,20,29,97085
10870,0,33,36448
19990,145,23,21127
8160,0,32,101577
14998,150,20,18507
14995,145,23,33160
12750,145,23,48221
17995,145,16,16884
7999,145,27,49568
5622,30,23,88144
21673,145,24,21710
17800,145,15,26861
17865,145,16,17329
12900,145,25,19518
10882,145,26,19463
13000,145,25,24884
12500,145,27,14188
10175,0,28,12741
14687,145,27,26636
8400,145,23,23252
6940,30,25,66994
4810,30,25,24390
7580,125,23,53198
9157,20,26,16047
10995,145,24,11150
12995,145,24,13
12995,145,24,11
29495,145,15,7129
12495,145,22,60957
8975,145,28,33609
16495,145,25,11246
11298,145,25,22101
10398,145,24,25933
11298,145,25,21800
6998,0,38,72601
11498,145,22,37596
10698,260,16,93015
11498,20,26,43946
12298,145,26,41112
16698,145,29,44324
16698,125,26,22727
18998,145,21,4014
13598,145,25,16653
22498,145,32,14
14995,145,27,29622
13995,145,21,79712
9750,145,28,39892
13750,145,23,8591
18495,145,20,15936
14995,145,29,24689
13498,145,25,22085
9698,145,26,38244
19698,145,17,8423
25998,145,25,22285
7995,0,33,94203
5998,20,26,99600
18498,145,18,19467
15698,200,18,67689
15990,150,26,13319
17495,125,24,41432
10250,150,32,86030
14495,145,27,59750
9295,145,28,36402
11495,145,23,46993
3495,30,25,81194
9295,150,29,83908
13995,150,23,18456
5995,125,23,101879
16998,20,29,30734
12498,30,27,60976
11698,30,24,22209
16998,145,27,18322
11298,150,22,16771
11798,150,32,23773
10298,150,23,27891
14998,150,16,10990
11498,150,21,8468
16998,150,21,10495
15995,145,25,20218
14995,145,24,2894
25995,145,23,19906
11698,145,28,9044
10498,145,28,16666
9498,125,26,52922
18498,145,29,43298
16498,145,27,16045
18998,150,26,58
4698,30,23,111551
7998,0,32,99625
6698,0,32,59377
7698,125,23,53568
13990,30,27,26940
9298,0,28,39030
9498,20,29,27731
9498,0,32,56187
5498,30,23,112638
9298,125,23,53977
18795,145,16,11993
15495,145,29,14425
14995,150,19,34047
14995,150,19,38550
14795,150,19,53980
12595,150,24,17841
7195,30,25,10906
17295,145,25,32682
11295,145,22,69541
14995,145,17,26561
15995,20,29,43338
9498,260,16,82088
7498,30,26,65943
14698,150,34,17400
16998,150,22,27228
19498,150,19,11561
8998,20,26,16370
5495,30,23,88931
7795,165,19,48280
9995,145,27,23123
7500,160,19,71503
17990,145,16,161
11000,145,29,25432
15000,145,23,9497
16795,145,23,618
10995,145,24,46346
19995,160,21,38013
7295,125,23,25185
10495,165,21,50245
4295,30,23,116067
11350,150,28,33513
18300,150,23,14537
15500,150,25,5440
6500,30,23,41199
14000,145,23,18240
17990,145,16,1690
8500,145,23,115872
21000,145,24,26491
10700,145,28,27756
13000,145,20,21247
6490,30,23,48530
12000,145,23,102505
7800,145,25,12458
33500,145,16,16
18500,145,25,8525
7450,145,25,13874
10800,145,28,28315
7550,145,25,19328
15995,150,26,13673
13995,150,23,18738
9990,30,24,35383
7995,125,23,46178
15750,150,22,16044
6995,150,29,141073
7300,145,25,34862
10500,30,27,46603
9000,30,27,117123
9500,30,25,83888
12000,145,27,48422
9000,20,29,54048
9290,125,23,22537
9995,30,23,74659
16950,150,19,18425
12995,150,25,17263
9500,20,29,19969
11250,30,27,36997
14200,145,29,17807
11500,145,24,21242
11400,145,25,6235
6799,145,25,11549
8990,0,28,74030
9495,200,20,107021
6750,0,28,68910
16995,145,20,21332
16995,145,20,21332
6750,0,28,68910
9495,200,20,107021
16495,145,13,21667
14985,145,23,28535
21845,145,12,10174
15000,125,26,38787
16000,150,25,8047
20000,150,20,6519
8000,20,26,79384
8500,150,21,9725
12000,150,24,13741
12990,150,24,7524
13650,125,26,62714
10000,150,23,84706
19544,260,15,30449
8200,125,23,37691
11300,145,25,45498
14200,145,24,16008
12500,125,26,56114
13900,125,26,53203
11500,30,23,9429
10250,145,28,28242
19500,145,18,9836
17400,145,26,35245
10000,20,27,40608
16500,150,20,9511
14490,150,25,13316
10000,150,28,10939
8500,20,27,67592
9790,150,27,9461
5490,165,19,114979
18990,125,22,46528
10490,0,28,25889
6495,30,25,48428
4499,30,25,34284
7995,125,22,36210
9995,20,27,44667
10995,145,28,27867
7495,0,28,62784
15450,235,16,43217
20359,145,22,11623
24990,150,23,12432
8795,20,29,100178
16995,125,24,78106
18395,145,23,17008
18490,160,21,57936
9690,150,27,65840
12995,145,25,13805
17995,145,22,56134
6495,20,30,85055
9695,20,29,52775
14500,150,21,7895
10490,150,27,14265
8250,0,28,43351
12200,125,26,78446
12390,150,32,42619
14990,145,25,21826
11790,30,27,47340
7995,0,33,75159
7890,30,27,48337
7290,0,38,87200
16490,150,25,24335
9490,125,26,52791
7995,160,19,40409
9795,30,27,77496
9995,30,25,36830
19194,145,19,103693
14995,150,17,12297
11695,30,25,25534
9995,145,23,80753
20645,200,20,38211
17345,145,23,46806
5790,30,23,64374
17990,150,16,1416
36500,145,13,1081
12490,145,38,27319
13690,145,21,7083
7390,125,23,65632
18490,165,21,31825
9990,150,28,20340
10490,150,28,18966
13290,150,26,15223
33500,145,16,16
7490,0,32,100420
10490,30,23,43428
9990,145,28,8093
6490,20,29,49679
9590,145,28,15875
24990,145,15,7049
8790,145,22,74009
15990,150,17,24610
12495,150,38,17770
15790,150,26,13554
9495,150,28,16296
15590,150,22,12091
13250,150,25,21066
17990,150,21,7994
10990,30,23,36835
15790,150,23,12426
16990,165,19,11702
14190,150,25,6141
9750,145,28,41038
20775,145,21,435
21490,145,26,475
6995,0,28,52304
19990,145,25,3669
14950,145,23,13647
15495,145,23,33040
6595,30,23,54463
7995,20,30,34277
9990,0,28,31001
4950,30,25,20703
8450,0,32,73135
15450,200,18,43452
11950,125,22,20501
15795,145,22,8291
12495,145,24,20616
19995,160,21,36902
13395,145,28,19381
14495,145,25,15611
14995,150,21,16077
7995,20,26,58741
15250,150,23,75317
8650,145,22,59063
14995,145,25,322
10950,0,32,50017
15888,150,25,3935
8950,20,29,34089
16495,150,26,11486
12950,150,27,23125
13950,150,25,35708
8990,0,28,35198
14950,125,26,21583
11995,20,29,69834
39990,145,9,1112
9450,20,29,45807
9200,145,27,22130
10200,30,27,51592
10250,150,28,42578
7250,145,27,52915
17750,160,21,40208
17698,145,26,10530
4698,30,25,36138
5498,30,23,92233
6298,30,23,54117
6298,125,23,49563
14998,125,26,53404
8998,125,23,36649
6598,145,20,29198
11998,20,29,75285
13495,160,19,59546
15450,145,27,25064
6950,145,25,45408
9995,145,18,8277
14998,145,23,57973
8495,165,19,57936
16500,145,26,9767
14250,145,28,7574
9490,145,27,24456
13250,145,25,12707
9400,0,28,58321
7950,145,25,8084
21390,145,24,25428
13390,30,27,51697
9690,125,26,104607
9790,125,26,80776
11990,200,19,60833
9990,240,17,82232
13790,145,20,43426
8990,0,32,62764
5490,0,28,93342
4990,165,19,77622
6699,30,25,53615
12799,145,29,20839
10699,200,20,73220
7699,145,25,26137
10300,0,28,37491
16300,145,26,27821
12500,150,28,16655
8300,150,25,37084
10350,150,28,17016
7250,165,19,76218
7250,0,28,72420
16500,150,23,50050
20500,145,16,16842
12695,20,29,52559
7495,125,23,45528
8995,0,28,33379
17495,145,26,10944
7695,125,23,20921
6495,20,25,69202
26698,145,21,5629
10298,125,23,21074
9798,30,24,38396
14998,20,29,37963
6998,0,28,53676
18498,150,21,3813
7498,0,28,48201
15998,150,19,38663
9995,20,26,32351
14998,145,25,15630
13798,145,25,18797
7498,145,20,27602
14500,145,23,25177
15300,145,23,6938
12400,145,32,43000
12377,145,28,48819
9500,125,23,25164
7400,125,23,50796
9300,125,23,7274
7950,145,25,9774
15950,145,25,10892
25250,145,15,11935
7990,150,27,54233
7495,125,23,7446
9599,150,28,45448
12995,150,25,15445
17690,150,19,11916
10250,150,20,10643
9800,145,27,23371
8100,145,25,16847
11300,145,25,22212
19000,145,23,26258
13998,150,26,57048
11998,0,28,12426
7998,30,26,53937
11998,0,32,33407
13700,145,23,15915
16450,145,23,16520
7995,30,23,23546
11450,125,25,21012
11450,145,20,40448
16950,145,18,4319
11950,0,33,9730
14250,145,26,18654
7250,30,25,22313
10050,145,27,23867
9000,145,25,17574
12400,145,27,23088
11200,145,28,16668
21000,145,26,84
9741,145,27,38399
17498,150,22,22117
9998,150,23,61094
12698,125,22,9197
9998,145,22,18667
15998,145,23,36715
10298,30,24,66723
11980,150,22,49725
9698,145,27,39437
4998,0,28,115591
15998,150,25,34075
4698,30,25,31385
6998,0,28,63416
17298,150,29,16164
11998,150,32,22582
17498,145,23,21015
16998,145,32,30059
13995,235,16,33624
11995,145,20,34831
15995,145,23,3782
9290,20,29,49573
13990,145,23,59847
25990,145,22,14938
6290,30,23,53797
15490,145,24,12920
10690,145,24,25186
8498,165,19,88678
11498,0,32,35748
11998,150,28,25424
10598,145,26,22872
10998,150,32,44115
7498,0,28,3642
7998,150,23,111384
11998,150,32,25944
12698,145,32,25136
9998,0,32,45921
7998,160,19,66831
9598,30,25,47830
14598,145,25,9968
15998,235,18,48802
9998,30,27,6481
16998,145,32,34253
14498,145,23,35949
13798,20,29,38822
6998,125,23,60151
14998,150,26,15429
9998,150,28,8066
12498,0,32,33078
13298,150,20,20780
7998,0,28,49333
9998,125,22,68706
8998,30,27,58743
9998,0,33,35642
10998,0,28,23086
12298,30,27,28070
9298,145,23,96079
5798,30,23,54476
10498,145,28,22969
7998,125,23,35431
12498,145,24,23091
16498,145,26,15380
10798,145,38,30331
11298,150,25,22173
11698,145,24,15743
10298,145,28,29277
18998,145,29,31744
11998,0,32,14545
9998,145,28,30732
8498,145,23,27829
12998,145,23,48485
9998,145,27,23366
9698,145,23,53116
10498,20,27,40806
7998,125,23,47525
6998,125,23,55870
17698,150,23,11866
7298,125,23,56918
8498,20,26,61659
7298,20,29,84561
16798,150,26,28965
13598,145,25,19941
15998,150,13,11367
10830,30,25,23207
4290,30,25,87059
7790,0,28,49804
11490,145,20,49878
6340,30,25,22457
11298,30,26,40135
14998,145,25,16586
16298,145,27,11421
17298,145,23,52225
15798,145,26,18691
16998,145,26,20802
11495,150,20,45866
11698,150,23,78090
13498,145,22,20480
9998,145,18,11206
23695,145,32,5699
20498,145,32,16072
16998,145,26,22528
11198,145,25,27354
11998,145,23,58329
12698,30,27,20323
12998,0,32,40683
11798,150,21,8093
13798,150,21,10469
14660,145,23,3460
7050,0,32,113735
8370,20,26,70689
